,dteday,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,StandardizedTemp,StandardizedHumidity,StandardizedWindspeed,LogCasual,TempCategory,season_orig,Season_1,Season_2,Season_3,Season_4,fakeNaNvals,WindspeedImputed,HolidayUsage,InteractionTerm,WindSpeedCategory,WeekdayEncoded
367,2012-01-03,1,1,0,2,1,1,0.11322798237488484,0.061963460441906454,0.44125,0.36567099999999997,89,2147,2236,-1.8868227753239448,-1.3104349413031993,2.2605109899300686,4.48863636973214,11-20,1,1,0,0,0,1,0.36567099999999997,0,0.04996184722291793,High,556.1826923076923
368,2012-01-04,1,1,0,3,1,2,0.0602708960563294,0.052856398780614613,0.41458300000000003,0.1847,95,2273,2368,-2.118998512702151,-1.4976649449348023,-0.07466284656612641,4.553876891600541,0-10,1,1,0,0,0,1,0.1847,0,0.024987288899721214,Medium,551.1442307692307
369,2012-01-05,1,1,0,4,1,1,0.2575615865992903,0.2616638121230768,0.524167,0.129987,140,3132,3272,-1.2540319003185398,-0.7282715854280849,-0.7806564373415346,4.941642422609304,21-30,1,1,0,0,0,1,0.129987,0,0.1350052841629902,Low,590.9615384615385
370,2012-01-06,1,1,0,5,1,1,0.34270910510498837,0.3428568503270561,0.542083,0.167908,307,3791,4098,-0.880726092365544,-0.6024826798495123,-0.2913397675227665,5.726847747587197,31-40,1,1,0,0,0,1,0.167908,0,0.1857767798226274,Medium,752.2884615384615
371,2012-01-07,1,1,0,6,0,1,0.4164328455549567,0.409160669674876,0.531667,0.174758,1070,3451,4521,-0.557504688183922,-0.6756138051289504,-0.20295024223971606,6.975413927455952,41-50,1,1,0,0,0,1,0.174758,0,0.22140360169766715,Medium,1465.2571428571428
372,2012-01-08,1,1,0,0,0,1,0.34686218672145297,0.34284503661201554,0.465,0.191542,599,2826,3425,-0.862518051596566,-1.1436853036892722,0.013623450074257628,6.395261598115449,31-40,1,1,0,0,0,1,0.191542,0,0.16129091682547564,Medium,1338.2952380952381
373,2012-01-09,1,1,0,1,1,2,0.20564370522166842,0.22106007352856238,0.701667,0.0989,106,2270,2376,-1.4816515302856061,0.5179625483181036,-1.1817900391625844,4.663439094112067,21-30,1,1,0,0,0,1,0.0989,0,0.14429340171177243,Low,674.1333333333333
374,2012-01-10,1,1,0,2,1,1,0.31097098873746076,0.31471264319535264,0.646522,0.187552,173,3425,3598,-1.0198731089951973,0.13078744237199902,-0.03786183545557757,5.153291594497779,31-40,1,1,0,0,0,1,0.187552,0,0.2010495855805206,Medium,556.1826923076923
375,2012-01-11,1,1,0,3,1,2,0.2679461597140866,0.26745121985796233,0.8475,0.131221,92,2085,2177,-1.208503603958305,1.541861491566599,-0.764733419210252,4.5217885770490405,21-30,1,1,0,0,0,1,0.131221,0,0.2270843703576884,Low,551.1442307692307
376,2012-01-12,1,1,0,4,1,2,0.40293439576462936,0.3975556636000012,0.8029170000000001,0.180967,269,3828,4097,-0.616684917901995,1.2288425823564229,-0.12283191195030582,5.594711379601839,41-50,1,1,0,0,0,1,0.180967,0,0.32352287624414894,Medium,590.9615384615385
377,2012-01-13,1,1,0,5,1,1,0.2679461597140866,0.22353176524205515,0.5075,0.378108,174,3040,3214,-1.208503603958305,-0.8452912153275094,2.4209928185352223,5.159055299214529,21-30,1,1,0,0,0,1,0.378108,0,0.13598267605489892,High,752.2884615384615
378,2012-01-14,1,1,0,6,0,1,0.15060945507033574,0.1365368803181407,0.4575,0.18718300000000002,333,2160,2493,-1.7229340195275642,-1.196343083988407,-0.04262325659856208,5.808142489980444,11-20,1,1,0,0,0,1,0.18718300000000002,0,0.06890382569467861,Medium,1465.2571428571428
379,2012-01-15,1,1,0,0,0,1,0.13399588255538752,0.10836510785134247,0.419167,0.251258,284,2027,2311,-1.7957716455620023,-1.4654805096159713,0.7841736532571256,5.648974238161206,11-20,1,1,0,0,0,1,0.251258,0,0.05616665210309412,High,1338.2952380952381
380,2012-01-16,1,1,1,1,0,1,0.16306994596881938,0.1464814031123101,0.5225,0.23135799999999998,217,2081,2298,-1.6683044342621038,-0.7399756547292398,0.5273924046246138,5.37989735354046,11-20,1,1,0,0,0,1,0.23135799999999998,217,0.08520404676870812,High,674.1333333333333
381,2012-01-17,1,1,0,2,1,2,0.39115050952193336,0.3743745294203508,0.716087,0.34913,127,2808,2935,-0.6683481166875408,0.6192059072399065,2.0470728676370853,4.844187086458591,31-40,1,1,0,0,0,1,0.34913,0,0.2800977949120327,High,556.1826923076923
382,2012-01-18,1,1,0,3,1,1,0.30428842746860396,0.2575185107788336,0.44333300000000003,0.415429,109,3267,3376,-1.049170955573064,-1.2958101204547858,2.902567340154015,4.6913478822291435,31-40,1,1,0,0,0,1,0.415429,0,0.1349011014149386,High,551.1442307692307
383,2012-01-19,1,1,0,4,1,1,0.16306994596881938,0.1456610062344912,0.4975,0.220158,130,3162,3292,-1.6683044342621038,-0.9155015890596887,0.38287230489174295,4.867534450455582,11-20,1,1,0,0,0,1,0.220158,0,0.08112729811948764,High,590.9615384615385
384,2012-01-20,1,1,0,5,1,2,0.19733629593964935,0.186247680573947,0.45,0.20275,115,3048,3163,-1.5180730747820885,-1.2490008642875419,0.15824677844979523,4.74493212836325,11-20,1,1,0,0,0,1,0.20275,0,0.08880133317284221,Medium,752.2884615384615
385,2012-01-21,1,1,0,6,0,2,0.14230204578831668,0.12575752166110285,0.83125,0.222642,67,1234,1301,-1.7593555640240468,1.427769634251807,0.4149247984396406,4.204692619390966,11-20,1,1,0,0,0,1,0.222642,0,0.11828857556153824,High,1465.2571428571428
386,2012-01-22,1,1,0,0,0,2,0.1288035959979894,0.1091855047291614,0.79625,0.19963799999999998,196,1781,1977,-1.8185357937421196,1.182033326189178,0.11809083645258997,5.278114659230517,11-20,1,1,0,0,0,1,0.19963799999999998,0,0.10255986331339907,Medium,1338.2952380952381
387,2012-01-23,1,1,0,1,1,2,0.1983742548314931,0.21525691417362272,0.91125,0.110708,145,2287,2432,-1.5135224303294756,1.9894526241092438,-1.029424562587072,4.976733742420574,11-20,1,1,0,0,0,1,0.110708,0,0.18076853971519807,Low,674.1333333333333
388,2012-01-24,1,1,0,2,1,1,0.35309243217069486,0.3544618564019309,0.835833,0.123767,439,3900,4339,-0.8352032589638356,1.4599470485332648,-0.8609167070146109,6.0844994130751715,31-40,1,1,0,0,0,1,0.123767,0,0.2951263068585284,Low,556.1826923076923
389,2012-01-25,1,1,0,3,1,1,0.29286714151105386,0.28320283991208495,0.64375,0.16107100000000002,467,3803,4270,-1.0992444334273848,0.11132512677343884,-0.37956154626148403,6.1463292576688975,21-30,1,1,0,0,0,1,0.16107100000000002,0,0.18853322234774095,Medium,551.1442307692307
390,2012-01-26,1,1,0,4,1,2,0.35205447327885114,0.36357416860324077,0.7695830000000001,0.0733958,244,3831,4075,-0.8397539034164486,0.9948033225575754,-1.5108855326989314,5.497168225293202,31-40,1,1,0,0,0,1,0.0733958,0,0.2709351377093581,Low,590.9615384615385
391,2012-01-27,1,1,0,5,1,2,0.4558914820831848,0.44145674132584534,0.74125,0.342667,269,3187,3456,-0.38450918052378913,0.7958762706621897,1.963677027943019,5.594711379601839,41-50,1,1,0,0,0,1,0.342667,0,0.3379295610941607,High,752.2884615384615
392,2012-01-28,1,1,0,6,0,1,0.3198640410917085,0.3246269753844182,0.5433330000000001,0.21082900000000002,775,3248,4023,-0.9808839739912385,-0.5937063831329893,0.2624948039624617,6.652863029353347,31-40,1,1,0,0,0,1,0.21082900000000002,0,0.17379268903848127,Medium,1465.2571428571428
393,2012-01-29,1,1,0,0,0,1,0.27832948677979297,0.25419360631240917,0.31125,0.24004999999999999,558,2685,3243,-1.1629807705565973,-2.2231697998215343,0.6395503248815884,6.324358962381311,21-30,1,1,0,0,0,1,0.24004999999999999,0,0.08663005276021057,High,1338.2952380952381
394,2012-01-30,1,1,0,1,1,1,0.26171591426484475,0.24094124330687408,0.400833,0.215792,126,3498,3624,-1.2358183965910352,-1.5942042088165496,0.32653527315659014,4.836281906951478,21-30,1,1,0,0,0,1,0.215792,0,0.10490437506252051,Medium,674.1333333333333
395,2012-01-31,1,1,0,2,1,1,0.41227976393849197,0.3967405172622004,0.416667,0.261817,324,4185,4509,-0.5757127289529004,-1.4830331030490163,0.9204225579963569,5.780743515792329,41-50,1,1,0,0,0,1,0.261817,0,0.17178337240095964,High,556.1826923076923
396,2012-02-01,1,2,0,3,1,1,0.5109257322345174,0.5086045849815654,0.507917,0.189067,304,4275,4579,-0.14322669128183121,-0.8423634427428774,-0.018312911250639902,5.717027701406222,51-75,1,1,0,0,0,1,0.189067,0,0.25950786513935936,Medium,551.1442307692307
397,2012-02-02,1,2,0,4,1,2,0.42370229594513203,0.41991377563182375,0.6729169999999999,0.18718700000000002,190,3571,3761,-0.5256337881400525,0.316107723838086,-0.042571642277228865,5.247024072160486,41-50,1,1,0,0,0,1,0.18718700000000002,0,0.28511647788051037,Medium,590.9615384615385
398,2012-02-03,1,2,0,5,1,1,0.3167489183670875,0.3022688633525958,0.526667,0.178496,310,3841,4151,-0.994541370307604,-0.7107189919950403,-0.1547166589538705,5.736572297479192,31-40,1,1,0,0,0,1,0.178496,0,0.16682120258963887,Medium,752.2884615384615
399,2012-02-04,1,2,0,6,0,2,0.2554856688156029,0.2541988568524272,0.7795830000000001,0.121896,384,2448,2832,-1.2631331892237654,1.0650136962897552,-0.8850593058182004,5.950642552587727,21-30,1,1,0,0,0,1,0.121896,0,0.1991722841522742,Low,1465.2571428571428
400,2012-02-05,1,2,0,0,0,2,0.2575615865992903,0.24342999927542547,0.6879170000000001,0.17599599999999999,318,2629,2947,-1.2540319003185398,0.4214232844363571,-0.18697560978710065,5.762051382780177,21-30,1,1,0,0,0,1,0.17599599999999999,0,0.17718099396862402,Medium,1338.2952380952381
401,2012-02-06,1,2,0,1,1,1,0.27846530613058645,0.28530961909432384,0.622174,0.15380000000000002,206,3578,3784,-1.1623853080772037,-0.04016077559111222,-0.47338347886485055,5.327876168789581,21-30,1,1,0,0,0,1,0.15380000000000002,0,0.1732538733764915,Medium,674.1333333333333
402,2012-02-07,1,2,0,2,1,1,0.3676300869019557,0.3702082259160354,0.49625,0.14737899999999998,199,4176,4375,-0.7714669218346233,-0.924277885776211,-0.5562373681849193,5.293304824724492,31-40,1,1,0,0,0,1,0.14737899999999998,0,0.1824364306250955,Low,556.1826923076923
403,2012-02-08,1,2,0,3,1,2,0.24614030064174022,0.24592400578399484,0.722917,0.133721,109,2693,2802,-1.3041053781728607,0.6671595924989853,-0.7324744683770218,4.6913478822291435,21-30,1,1,0,0,0,1,0.133721,0,0.17793900771902493,Low,551.1442307692307
404,2012-02-09,1,2,0,4,1,1,0.25652362770744663,0.24010509480900108,0.562083,0.19403700000000002,163,3667,3830,-1.2585825447711525,-0.4620619323851529,0.04581788300582162,5.093750200806762,21-30,1,1,0,0,0,1,0.19403700000000002,0,0.14418757023268472,Medium,590.9615384615385
405,2012-02-10,1,2,0,5,1,2,0.2762523229470158,0.2815449819013885,0.54,0.116929,227,3604,3831,-1.1720875224203493,-0.617107500697925,-0.9491513893336619,5.424950017481403,21-30,1,1,0,0,0,1,0.116929,0,0.14917625439138854,Low,752.2884615384615
406,2012-02-11,1,2,0,6,0,3,0.20564370522166842,0.17300188074343448,0.73125,0.289796,192,1977,2169,-1.4816515302856061,0.72566589693001,1.281451832141535,5.2574953720277815,21-30,1,1,0,0,0,1,0.289796,0,0.15037695944334503,High,1465.2571428571428
407,2012-02-12,1,2,0,0,0,1,0.08519187785329667,0.02965032453587851,0.464583,0.409212,73,1456,1529,-2.00973934217123,-1.1466130762739042,2.8223457812219386,4.290459441148391,0-10,1,1,0,0,0,1,0.409212,0,0.03957869818871813,High,1338.2952380952381
408,2012-02-13,1,2,0,1,1,1,0.2035665413888912,0.19537705703031558,0.41125,0.167283,94,3328,3422,-1.4907582821493583,-1.5210660624997379,-0.29940450523107426,4.543294782270004,21-30,1,1,0,0,0,1,0.167283,0,0.0837167401461815,Medium,674.1333333333333
409,2012-02-14,1,2,0,2,1,2,0.32401836875726286,0.33455968446354706,0.50875,0.141179,135,3787,3922,-0.9626704702637345,-0.8365149186109863,-0.6362395662513298,4.90527477843843,31-40,1,1,0,0,0,1,0.141179,0,0.1648443451052575,Low,556.1826923076923
410,2012-02-15,1,2,0,3,1,1,0.3603606365117803,0.3577710092483012,0.53125,0.18159999999999998,141,4028,4169,-0.803337821878493,-0.6785415777135824,-0.11466394559933202,4.948759890378168,31-40,1,1,0,0,0,1,0.18159999999999998,0,0.19144158814688328,Medium,551.1442307692307
411,2012-02-16,1,2,0,4,1,2,0.32090324603264203,0.3295926736064804,0.752917,0.091425,74,2931,3005,-0.9763278665800993,0.8777907136955235,-1.2782443021539425,4.30406509320417,31-40,1,1,0,0,0,1,0.091425,0,0.24161350929315872,Low,590.9615384615385
412,2012-02-17,1,2,0,5,1,1,0.35413039106253846,0.3577710092483012,0.634583,0.205846,349,3805,4154,-0.8306526145112232,0.04696327717314951,0.19819626316166725,5.855071922202427,31-40,1,1,0,0,0,1,0.205846,0,0.22472512595163885,Medium,752.2884615384615
413,2012-02-18,1,2,0,6,0,1,0.35828471872809303,0.3627537717254219,0.534583,0.190929,1435,2883,4318,-0.8124391107837182,-0.6551404601486467,0.005713555329949571,7.268920128193722,31-40,1,1,0,0,0,1,0.190929,0,0.19153291979182016,Medium,1465.2571428571428
414,2012-02-19,1,2,0,0,0,2,0.27521436405517213,0.2450931078261399,0.515833,0.253112,618,2071,2689,-1.176638166872962,-0.7867849108964838,0.8080968911950493,6.42648845745769,21-30,1,1,0,0,0,1,0.253112,0,0.1419646510536716,High,1338.2952380952381
415,2012-02-20,1,2,1,1,0,1,0.27521436405517213,0.25507307176543104,0.507826,0.229083,502,2627,3129,-1.176638166872962,-0.84300235714384,0.4980367593663747,6.218600119691729,21-30,1,1,0,0,0,1,0.229083,502,0.13976100964068183,High,674.1333333333333
416,2012-02-21,1,2,0,2,1,1,0.2849659442323254,0.28358612933340194,0.594348,0.205717,163,3614,3777,-1.1338850534442129,-0.23552816153827538,0.1965317012986727,5.093750200806762,21-30,1,1,0,0,0,1,0.205717,0,0.16936893902259414,Medium,556.1826923076923
417,2012-02-22,1,2,0,3,1,1,0.4195479682795775,0.41163892456339124,0.567917,0.234471,394,4379,4773,-0.5438472918675572,-0.42110120034979925,0.5675612502021523,5.976350909297934,41-50,1,1,0,0,0,1,0.234471,0,0.23826842350143282,High,551.1442307692307
418,2012-02-23,1,2,0,4,1,1,0.4922349958867919,0.47960585246192566,0.554583,0.190913,516,4546,5062,-0.22517106918002175,-0.5147197126842873,0.005507098044617049,6.246106765481563,41-50,1,1,0,0,0,1,0.190913,0,0.27298516072388473,Medium,590.9615384615385
419,2012-02-24,1,2,0,5,1,2,0.4340856230108383,0.43566539568594626,0.7375,0.237567,246,3241,3487,-0.4801109547383451,0.769547380512623,0.6075107349140244,5.5053315359323625,41-50,1,1,0,0,0,1,0.237567,0,0.32013814697049325,High,752.2884615384615
420,2012-02-25,1,2,0,6,0,1,0.2887128138454994,0.23181843002552807,0.395833,0.421642,317,2415,2732,-1.1174579371548892,-1.6293093956826394,2.9827372847647586,5.75890177387728,21-30,1,1,0,0,0,1,0.421642,0,0.11428205924290556,High,1465.2571428571428
421,2012-02-26,1,2,0,0,0,1,0.2741764051633284,0.24840094803750565,0.41,0.20522900000000002,515,2874,3389,-1.1811888113255749,-1.5298423592162607,0.19023475409602633,6.244166900663736,21-30,1,1,0,0,0,1,0.20522900000000002,0,0.11241232611696464,Medium,1338.2952380952381
422,2012-02-27,1,2,0,1,1,1,0.38320570052506026,0.36607342565182827,0.490833,0.268033,253,4069,4322,-0.703179940252798,-0.9623108452269327,1.0006312133481003,5.53338948872752,31-40,1,1,0,0,0,1,0.268033,0,0.1880900036058169,High,674.1333333333333
423,2012-02-28,1,2,0,2,1,1,0.3738603323511975,0.3602597652168525,0.395833,0.193417,229,4134,4363,-0.7441521292018933,-1.6293093956826394,0.037817663199180424,5.43372200355424,31-40,1,1,0,0,0,1,0.193417,0,0.14798625693557155,Medium,556.1826923076923
424,2012-02-29,1,2,0,3,1,2,0.3553951308887345,0.35362439526905337,0.804783,0.179117,65,1769,1834,-0.8251077116067793,1.241943838094847,-0.146703535566896,4.174387269895637,31-40,1,1,0,0,0,1,0.179117,0,0.2860159596220284,Medium,551.1442307692307
425,2012-03-01,1,3,0,4,1,1,0.5316923863659303,0.5201990899764041,0.615417,0.226987,325,4665,4990,-0.05218102447841501,-0.08760192512194609,0.4709908549877944,5.783825182329737,51-75,1,1,0,0,0,1,0.226987,0,0.3272125333401617,High,590.9615384615385
426,2012-03-02,1,3,0,5,1,2,0.3665908819610221,0.36855168054034354,0.657083,0.144904,246,2948,3194,-0.776023029245763,0.20493661807055344,-0.5881737295098168,5.5053315359323625,31-40,1,1,0,0,0,1,0.144904,0,0.24088063649159425,Low,752.2884615384615
427,2012-03-03,1,3,0,6,0,2,0.4423930322928575,0.43897454853231654,0.62125,0.161079,956,3110,4066,-0.44368941024186215,-0.04664821412396587,-0.379458317618818,6.862757913051401,41-50,1,1,0,0,0,1,0.161079,0,0.2748366713119377,Medium,1465.2571428571428
428,2012-03-04,1,3,0,0,0,1,0.33232453199019213,0.29396644694906865,0.403333,0.334571,710,2713,3423,-0.9262543887257785,-1.5766516153835046,1.8592096415646866,6.565264970035361,31-40,1,1,0,0,0,1,0.334571,0,0.13403745046120016,High,1338.2952380952381
429,2012-03-05,1,3,0,1,1,1,0.22952548207770213,0.212779971920112,0.50625,0.228858,203,3130,3333,-1.3769484671658252,-0.8540675120440316,0.49513345379138396,5.313205979041787,21-30,1,1,0,0,0,1,0.228858,0,0.1161972753018367,High,674.1333333333333
430,2012-03-06,1,3,0,2,1,1,0.24821621842542757,0.2309875320676731,0.456667,0.200875,221,3735,3956,-1.2950040892676349,-1.202191608120298,0.13405256532487245,5.3981627015177525,21-30,1,1,0,0,0,1,0.200875,0,0.11335215581968473,Medium,556.1826923076923
431,2012-03-07,1,3,0,3,1,1,0.42993254139437387,0.4017062154842625,0.513333,0.345779,432,4484,4916,-0.4983189955073223,-0.8043375043295283,2.0038329699402238,6.068425588244111,41-50,1,1,0,0,0,1,0.345779,0,0.22069856127159815,High,551.1442307692307
432,2012-03-08,1,3,0,4,1,1,0.583611513792642,0.5848240491534553,0.5675,0.441563,486,4896,5382,0.17544406844717766,-0.42402897293443115,3.2397895085842694,6.186208623900494,51-75,1,1,0,0,0,1,0.441563,0,0.33119953407732433,High,590.9615384615385
433,2012-03-09,1,3,0,5,1,2,0.43823870462730297,0.4174355207433084,0.40708300000000003,0.4148,447,4122,4569,-0.4619029139693669,-1.550322725233937,2.8944509881243743,6.102558594613569,41-50,1,1,0,0,0,1,0.4148,0,0.1783995265957964,High,752.2884615384615
434,2012-03-10,1,3,0,6,0,1,0.2845597322290348,0.26081716254516774,0.350417,0.22574999999999998,968,3150,4118,-1.1356659779238671,-1.9481768290247066,0.45502912611551194,6.875232087276577,21-30,1,1,0,0,0,1,0.22574999999999998,0,0.09971456768850168,High,1465.2571428571428
435,2012-03-11,1,3,0,0,0,1,0.37706517061028755,0.36832590731956777,0.476957,0.22258699999999998,1658,3253,4911,-0.7301013998716167,-1.0597347598177052,0.4142151015213092,7.4133673356952405,31-40,1,1,0,0,0,1,0.22258699999999998,0,0.17984387257877094,High,1338.2952380952381
436,2012-03-12,1,3,0,1,1,1,0.5078106095098965,0.4994870222402374,0.48916699999999996,0.207713,838,4460,5298,-0.1568840875981962,-0.9740078934907141,0.2222872476439236,6.731018100482083,51-75,1,1,0,0,0,1,0.207713,0,0.24840419242212755,Medium,674.1333333333333
437,2012-03-13,1,3,0,2,1,1,0.6303383546619555,0.608878085611105,0.6175,0.23695,762,5085,5847,0.38030501319265314,-0.07297710427353267,0.5995492258483831,6.635946555686647,51-75,1,1,0,0,0,1,0.23695,0,0.38923393400375755,High,556.1826923076923
438,2012-03-14,1,3,0,3,1,1,0.6396837228358183,0.6163443535167592,0.5070830000000001,0.115062,997,5315,6312,0.4212772021417485,-0.8482189879121405,-0.9732423738159183,6.904750769961838,51-75,1,1,0,0,0,1,0.115062,0,0.3243727412267553,Low,551.1442307692307
439,2012-03-15,1,3,0,4,1,1,0.6209929864880929,0.5956152215255339,0.579583,0.149883,1005,5187,6192,0.3393328242435582,-0.33919377835383885,-0.5239268030303559,6.912742820493176,51-75,1,1,0,0,0,1,0.149883,0,0.3599169780877283,Medium,590.9615384615385
440,2012-03-16,1,3,0,5,1,2,0.46938993187351213,0.4688199306298652,0.8420830000000001,0.113192,548,3830,4378,-0.32532895080571606,1.5038285321158777,-0.9973720690391744,6.306275286948016,41-50,1,1,0,0,0,1,0.113192,0,0.3952652820018428,Low,752.2884615384615
441,2012-03-17,1,3,0,6,0,2,0.5669979412776939,0.5591515337352446,0.755833,0.110704,3155,4681,7836,0.10260644241274011,0.8982640586758274,-1.029476176908405,8.056743774975313,51-75,1,1,0,0,0,1,0.110704,0,0.4285557549497432,Low,1465.2571428571428
442,2012-03-18,1,3,0,0,0,2,0.5150788138509821,0.5052731173401185,0.81,0.126883,2207,3685,5892,-0.12501865051285305,1.2785725900709253,-0.820709150696073,7.699389406256737,51-75,1,1,0,0,0,1,0.126883,0,0.4172138392192955,Low,1338.2952380952381
443,2012-03-19,1,3,0,1,1,1,0.6054173728649883,0.5956099709855158,0.72875,0.16231700000000002,982,5171,6153,0.2710458426617329,0.7081133034969654,-0.3634836851662022,6.889591308354466,51-75,1,1,0,0,0,1,0.16231700000000002,0,0.4411979104753602,Medium,674.1333333333333
444,2012-03-20,1,3,0,2,1,1,0.6251460681045576,0.6031077421312783,0.8079170000000001,0.12127099999999999,1051,5042,6093,0.3575408650125369,1.2639477692225127,-0.893124043526508,6.957497370876951,51-75,1,1,0,0,0,1,0.12127099999999999,0,0.50506613590483,Low,556.1826923076923
445,2012-03-21,1,3,0,3,1,2,0.5888038003500401,0.5699308923922825,0.82125,0.0895583,1122,5108,6230,0.19820821662729488,1.3575592605196274,-1.3023314155620989,7.022868086082641,51-75,2,0,1,0,0,2,0.0895583,0,0.48355512103747045,Low,551.1442307692307
446,2012-03-22,1,3,0,4,1,1,0.6168399048716282,0.59396392668986,0.83125,0.117562,1334,5537,6871,0.32112478347458007,1.427769634251807,-0.9409834229826881,7.195937226475569,51-75,2,0,1,0,0,2,0.117562,0,0.512748170924541,Low,590.9615384615385
447,2012-03-23,1,3,0,5,1,2,0.6760272366394255,0.6445003743635032,0.6941669999999999,0.1163,2469,5893,8362,0.5806153134855163,0.46530476801896764,-0.9572677413633027,7.81156848934518,51-75,2,0,1,0,0,2,0.1163,0,0.46927579877628,Low,752.2884615384615
448,2012-03-24,1,3,0,6,0,2,0.5524602865464329,0.5351132488976491,0.885417,0.192783,1033,2339,3372,0.03887010528352703,1.8080781656469043,0.02963679326787332,6.940222469119639,51-75,2,0,1,0,0,2,0.192783,0,0.48915772953308295,Medium,1465.2571428571428
449,2012-03-25,1,3,0,0,0,2,0.47146709570628925,0.47047253810054357,0.880833,0.22077500000000003,1532,3464,4996,-0.3162221989419643,1.7758937303280729,0.3908338139573846,7.3343293503005365,41-50,2,0,1,0,0,2,0.22077500000000003,0,0.4152837763122579,High,1338.2952380952381
450,2012-03-26,1,3,0,1,1,1,0.4818504227719957,0.47212908347623544,0.477917,0.386821,795,4763,5558,-0.27069936554025614,-1.0529945639394163,2.5334217139791964,6.678342114654332,41-50,2,0,1,0,0,2,0.386821,0,0.23028450849992385,High,674.1333333333333
451,2012-03-27,1,3,0,2,1,1,0.3292094092655712,0.3105489649610462,0.29,0.187192,531,4571,5102,-0.9399117850421437,-2.3723668440024164,-0.0425071243755627,6.274762021241939,31-40,2,0,1,0,0,2,0.187192,0,0.09547072868701564,Medium,556.1826923076923
452,2012-03-28,1,3,0,3,1,1,0.5296164685822429,0.5143959306214644,0.48125,0.291671,674,5024,5698,-0.061282313383640936,-1.0295934463744805,1.3056460452664576,6.513230110912307,51-75,2,0,1,0,0,2,0.291671,0,0.2548779255052044,High,551.1442307692307
453,2012-03-29,1,3,0,4,1,1,0.5420769594807265,0.5292995884626733,0.439167,0.31965,834,5299,6133,-0.0066527281181805835,-1.3250597621516123,1.6666753194116355,6.726233402358747,51-75,2,0,1,0,0,2,0.31965,0,0.23806231206427222,High,590.9615384615385
454,2012-03-30,1,3,0,5,1,2,0.38735878214152475,0.38926374827651017,0.580833,0.138067,796,4663,5459,-0.6849718994838205,-0.33041748163731577,-0.6763955082485347,6.679599185844383,31-40,2,0,1,0,0,2,0.138067,0,0.22499076350760827,Low,752.2884615384615
455,2012-03-31,1,3,0,6,0,2,0.45485352319134104,0.44975915772937247,0.7383330000000001,0.250617,2301,3934,6235,-0.3890598249764023,0.775395904644514,0.7759024582634854,7.741099090035366,41-50,2,0,1,0,0,2,0.250617,0,0.33583336633843247,High,1465.2571428571428
456,2012-04-01,1,4,0,0,0,2,0.4569294409750285,0.4439559983744328,0.67625,0.172267,2347,3694,6041,-0.37995853607117613,0.33950884140302245,-0.23509306084994647,7.760893195851024,41-50,2,0,1,0,0,2,0.172267,0,0.30899853445936304,Medium,1338.2952380952381
457,2012-04-02,1,4,0,1,1,1,0.4669975176210032,0.4573790039305542,0.504348,0.312139,1208,4728,5936,-0.3358178311766846,-0.867421525127892,1.5697565275282792,7.0967213784947605,41-50,2,0,1,0,0,2,0.312139,0,0.23552926401711774,High,674.1333333333333
458,2012-04-03,1,4,0,2,1,1,0.5078106095098965,0.5019692150337661,0.396667,0.100133,1348,5424,6772,-0.1568840875981962,-1.6234538505133755,-1.1658799246116354,7.206377291472252,51-75,2,0,1,0,0,2,0.100133,0,0.20143171104246213,Low,556.1826923076923
459,2012-04-04,1,4,0,3,1,1,0.6012642912485238,0.5964356184033527,0.46958300000000003,0.180975,1058,5378,6436,0.25283780189275523,-1.1115078894078143,-0.12272868330763938,6.964135612418245,51-75,2,0,1,0,0,2,0.180975,0,0.28234348967735556,Medium,551.1442307692307
460,2012-04-05,1,4,0,4,1,1,0.46835197298166836,0.46217012169701654,0.3741670000000001,0.219529,1192,5265,6457,-0.3298795952583292,-1.781427191410779,0.3747559528621024,7.083387847625295,41-50,2,0,1,0,0,2,0.219529,0,0.17524185267463194,High,590.9615384615385
461,2012-04-06,1,4,0,5,1,1,0.4288933364534403,0.4091449180548219,0.377083,0.300388,1807,4653,6460,-0.5028751029184618,-1.7609538464304761,1.418126555031764,7.499423290592229,41-50,2,0,1,0,0,2,0.300388,0,0.16172838598987263,High,752.2884615384615
462,2012-04-07,1,4,0,6,0,1,0.47146709570628925,0.45556231708431205,0.254167,0.27487100000000003,3252,3605,6857,-0.3162221989419643,-2.6239516761969357,1.0888658956671515,8.087025470667701,41-50,2,0,1,0,0,2,0.27487100000000003,0,0.11983137731438041,High,1465.2571428571428
463,2012-04-08,1,4,0,0,0,1,0.549345163821812,0.5425847673433213,0.275833,0.23259600000000002,2230,2939,5169,0.025212708967162066,-2.471833880468795,0.5433670370772299,7.709756864454165,51-75,2,0,1,0,0,2,0.23259600000000002,0,0.15152752457246185,High,1338.2952380952381
464,2012-04-09,1,4,0,1,1,1,0.5358467140314846,0.5218621985271183,0.3175,0.358196,905,4680,5585,-0.033967520750911,-2.179288316238922,2.1640567269387114,6.807934943699926,51-75,2,0,1,0,0,2,0.358196,0,0.1701313317049964,High,674.1333333333333
465,2012-04-10,1,4,0,2,1,1,0.4828896277129293,0.46882518116988325,0.435,0.24937500000000004,819,5099,5918,-0.2661432581291164,-1.3543164248858113,0.7598762114895374,6.70808408385307,41-50,2,0,1,0,0,2,0.24937500000000004,0,0.21005698805512424,High,556.1826923076923
